p_val	avg_logFC	pct.1	pct.2	p_val_adj	CellType	Gene
0	0.473523909	0.14	0.009	0	KC	SCNN1A
0	0.472883962	0.68	0.375	0	KC	RTN4
0	0.472199216	0.203	0.042	0	KC	INADL
0	0.471889719	0.362	0.131	0	KC	VDAC2
0	0.471436754	0.588	0.292	0	KC	COX7C
0	0.469936706	0.207	0.056	0	KC	FHL2
0	0.469800824	0.436	0.169	0	KC	CYCS
0	0.469331481	0.32	0.109	0	KC	FLNB
0	0.469254382	0.335	0.129	0	KC	ECHS1
0	0.469223605	0.286	0.105	0	KC	SH3GL1
0	0.468618534	0.162	0.035	0	KC	OAS1
0	0.468376218	0.191	0.035	0	KC	IPPK
0	0.46683094	0.157	0.01	0	KC	ELMO3
0	0.465711614	0.3	0.095	0	KC	GLRX3
0	0.465677668	0.259	0.08	0	KC	OSBPL2
0	0.465272852	0.512	0.243	0	KC	EIF3K
0	0.464918107	0.161	0.023	0	KC	ALS2CL
0	0.463806884	0.183	0.024	0	KC	GPR126
0	0.46361041	0.604	0.316	0	KC	MYL12B
0	0.463316376	0.155	0.016	0	KC	BARX2
0	0.463191753	0.184	0.026	0	KC	FDXR
0	0.462128211	0.166	0.036	0	KC	GAREM
0	0.462082876	0.524	0.252	0	KC	HNRNPAB
0	0.462057134	0.322	0.108	0	KC	NSFL1C
0	0.461120965	0.307	0.105	0	KC	NDUFC1
0	0.460975423	0.343	0.128	0	KC	TALDO1
0	0.46006034	0.384	0.158	0	KC	QARS
0	0.459392123	0.619	0.352	0	KC	PKM
0	0.459124552	0.594	0.31	0	KC	RPL29
0	0.459047058	0.346	0.146	0	KC	IDI1
0	0.458479601	0.354	0.139	0	KC	RAB18
0	0.457721854	0.313	0.114	0	KC	TMEM147
0	0.457294106	0.623	0.312	0	KC	DSTN
0	0.457154112	0.245	0.064	0	KC	MAPKAPK3
0	0.455361893	0.239	0.051	0	KC	VAV3
0	0.455106296	0.324	0.119	0	KC	ALDH9A1
0	0.454946902	0.165	0.009	0	KC	AP1M2
0	0.454716982	0.193	0.038	0	KC	ZBTB7B
0	0.452705517	0.537	0.259	0	KC	EEF1B2
0	0.45261465	0.126	0.008	0	KC	PITX1
0	0.452336947	0.196	0.051	0	KC	ARHGAP32
0	0.451363502	0.321	0.119	0	KC	MRPL23
0	0.450432833	0.245	0.075	0	KC	MRPL27
0	0.449710198	0.288	0.099	0	KC	TRAP1
0	0.4492543	0.349	0.14	0	KC	PUF60
0	0.448826112	0.142	0.014	0	KC	WWC1
0	0.448725571	0.373	0.159	0	KC	TOB1
0	0.448596432	0.707	0.39	0	KC	KTN1
0	0.448230883	0.316	0.114	0	KC	PPP4R1
0	0.447887439	0.108	0.002	0	KC	SERPINB12
0	0.447254826	0.739	0.441	0	KC	COX4I1
0	0.44657401	0.315	0.115	0	KC	CLPX
0	0.445722767	0.123	0.021	0	KC	LAMC2
0	0.444813913	0.18	0.038	0	KC	TACC2
0	0.444677449	0.279	0.094	0	KC	PRDX2
0	0.444634063	0.355	0.146	0	KC	C1QBP
0	0.443948656	0.142	0.009	0	KC	PLEKHN1
0	0.443598626	0.479	0.236	0	KC	FBL
0	0.443398799	0.431	0.194	0	KC	PPDPF
0	0.443396317	0.153	0.024	0	KC	LRRC8E
0	0.443392553	0.438	0.194	0	KC	METAP2
0	0.443275925	0.245	0.083	0	KC	CPEB2
0	0.442990739	0.437	0.202	0	KC	RAD23B
0	0.442729016	0.518	0.258	0	KC	ATP6V1G1
0	0.44251349	0.438	0.191	0	KC	MBD2
0	0.441534801	0.115	0.005	0	KC	ATP10B
0	0.441242357	0.213	0.064	0	KC	SREBF1
0	0.440749136	0.257	0.083	0	KC	EPN2
0	0.440644834	0.285	0.104	0	KC	ATP5J2
0	0.439907533	0.4	0.169	0	KC	SF3B14
0	0.439223812	0.576	0.305	0	KC	EDF1
0	0.439191218	0.172	0.035	0	KC	TMEM30B
0	0.438845069	0.22	0.06	0	KC	SCRIB
0	0.438712994	0.147	0.01	0	KC	P2RY1
0	0.438578285	0.599	0.316	0	KC	RAC1
0	0.438555908	0.393	0.165	0	KC	MAFB
0	0.438166296	0.128	0.004	0	KC	FOXN1
0	0.437923813	0.441	0.211	0	KC	PRDX5
0	0.43784967	0.528	0.238	0	KC	ATP1B3
0	0.43773483	0.162	0.033	0	KC	STARD5
0	0.437116551	0.349	0.146	0	KC	MRPL51
0	0.437116128	0.182	0.032	0	KC	BOK
0	0.436139749	0.321	0.126	0	KC	TOR1AIP2
0	0.436110825	0.321	0.118	0	KC	MRPS34
0	0.434744159	0.312	0.124	0	KC	AHCY
0	0.434650502	0.419	0.19	0	KC	POLR2L
0	0.434641773	0.185	0.047	0	KC	CROT
0	0.433678629	0.511	0.251	0	KC	NDUFS5
0	0.433154073	0.488	0.24	0	KC	RAN
0	0.433092107	0.791	0.489	0	KC	ANXA2
0	0.432894383	0.281	0.088	0	KC	PMVK
0	0.432382476	0.171	0.024	0	KC	CITED4
0	0.432222036	0.393	0.161	0	KC	RIOK3
0	0.431508283	0.134	0.012	0	KC	FABP5
0	0.431440918	0.158	0.027	0	KC	SLC27A4
0	0.43143487	0.318	0.095	0	KC	ARAP2
0	0.43109066	0.294	0.104	0	KC	SMARCA4
0	0.431007997	0.527	0.276	0	KC	KLF4
0	0.430606259	0.24	0.065	0	KC	OXCT1
0	0.430304504	0.417	0.18	0	KC	COX6A1
0	0.429650565	0.372	0.158	0	KC	PSMB5
0	0.429167171	0.172	0.048	0	KC	ANGPTL4
0	0.428857556	0.152	0.03	0	KC	CENPP
0	0.428602407	0.689	0.398	0	KC	BTF3
0	0.428546693	0.197	0.045	0	KC	NSDHL
0	0.428532235	0.235	0.065	0	KC	STARD10
0	0.428523699	0.227	0.054	0	KC	SH3YL1
0	0.426893911	0.102	0.005	0	KC	GPRIN2
0	0.426576254	0.121	0.009	0	KC	GRB7
0	0.426341131	0.373	0.155	0	KC	SHFM1
0	0.426283804	0.175	0.031	0	KC	AMMECR1
0	0.424991143	0.223	0.064	0	KC	C12orf29
0	0.424683321	0.227	0.063	0	KC	SURF2
0	0.424620693	0.176	0.027	0	KC	MIPEP
0	0.424198851	0.123	0.009	0	KC	HSD17B1
0	0.424171644	0.302	0.115	0	KC	RCOR1
0	0.423857301	0.136	0.017	0	KC	PTPN3
0	0.423782726	0.373	0.16	0	KC	SSBP1
0	0.423558773	0.368	0.158	0	KC	PRELID1
0	0.423403092	0.117	0.016	0	KC	C3orf52
0	0.423231526	0.335	0.134	0	KC	EBNA1BP2
0	0.422949486	0.244	0.062	0	KC	KIAA1598
0	0.42226548	0.414	0.188	0	KC	PSMD2
0	0.422248441	0.14	0.011	0	KC	CDC42BPG
0	0.422196082	0.148	0.023	0	KC	PET112
0	0.422091116	0.132	0.007	0	KC	DEGS2
0	0.421300605	0.134	0.012	0	KC	BDH1
0	0.421235248	0.172	0.021	0	KC	SRD5A1
0	0.420970149	0.466	0.226	0	KC	MYCBP2
0	0.420633259	0.412	0.179	0	KC	NAA15
0	0.420476066	0.206	0.051	0	KC	TRIM16
0	0.420460468	0.126	0.005	0	KC	SLC39A2
0	0.419869439	0.213	0.041	0	KC	HSD17B8
0	0.419782965	0.2	0.045	0	KC	AK4
0	0.419638982	0.211	0.058	0	KC	ATP10D
0	0.419285187	0.169	0.035	0	KC	ANO1
0	0.419207357	0.632	0.35	0	KC	GUK1
0	0.418793128	0.265	0.1	0	KC	SCO2
0	0.418029373	0.142	0.023	0	KC	NLRX1
0	0.417988892	0.346	0.156	0	KC	C10orf118
0	0.417878699	0.448	0.207	0	KC	PRDX6
0	0.417231236	0.136	0.007	0	KC	CLEC2A
0	0.416748135	0.253	0.081	0	KC	LANCL1
0	0.416610402	0.167	0.043	0	KC	FASN
0	0.41657733	0.438	0.213	0	KC	NEDD8
0	0.416501933	0.12	0.008	0	KC	TP53AIP1
0	0.416244617	0.217	0.067	0	KC	ADRB2
0	0.416224584	0.146	0.029	0	KC	AJUBA
0	0.415965629	0.421	0.194	0	KC	NDUFB9
0	0.415636448	0.409	0.179	0	KC	CHMP2A
0	0.415366479	0.184	0.031	0	KC	RASSF7
0	0.415223776	0.197	0.046	0	KC	TUBG1
0	0.413560972	0.713	0.398	0	KC	YBX3
0	0.412994061	0.41	0.182	0	KC	SSFA2
0	0.412767901	0.538	0.27	0	KC	PRDX1
0	0.412204911	0.216	0.064	0	KC	APEH
0	0.4118865	0.184	0.048	0	KC	ZNF219
0	0.411130651	0.233	0.063	0	KC	ZC2HC1A
0	0.410711553	0.322	0.13	0	KC	RPL22L1
0	0.410283439	0.222	0.066	0	KC	MPST
0	0.410059993	0.315	0.137	0	KC	TRIP6
0	0.409645017	0.232	0.072	0	KC	MRPL12
0	0.409473695	0.428	0.199	0	KC	SF3B5
0	0.409470294	0.102	0.004	0	KC	BPIFC
0	0.409181447	0.351	0.147	0	KC	BCAP31
0	0.408960461	0.229	0.065	0	KC	TCEA3
0	0.408899354	0.289	0.102	0	KC	SGMS1
0	0.408705593	0.227	0.076	0	KC	C11orf83
0	0.408685704	0.86	0.577	0	KC	RPL35
0	0.40839496	0.514	0.264	0	KC	COX7A2
0	0.408220123	0.4	0.191	0	KC	PSMC3
0	0.407433282	0.164	0.026	0	KC	CHI3L1
0	0.407046659	0.442	0.197	0	KC	PTBP3
0	0.406948153	0.133	0.015	0	KC	SH2D3A
0	0.406798033	0.331	0.113	0	KC	PALMD
0	0.406736901	0.129	0.013	0	KC	FHDC1
0	0.406156959	0.333	0.135	0	KC	CCDC6
0	0.406098772	0.116	0.013	0	KC	SLC28A3
0	0.405971028	0.412	0.188	0	KC	CKAP4
0	0.405436454	0.323	0.141	0	KC	PLXDC2
0	0.404606026	0.172	0.046	0	KC	ABHD5
0	0.403345646	0.331	0.149	0	KC	CSNK2B
0	0.402523221	0.429	0.202	0	KC	ATP5O
0	0.401504137	0.412	0.188	0	KC	GNAI3
0	0.399833048	0.312	0.128	0	KC	TXN2
0	0.399254653	0.328	0.125	0	KC	ZNF706
0	0.399111318	0.145	0.022	0	KC	PLEKHG5
0	0.39869806	0.265	0.094	0	KC	CHCHD1
0	0.398498884	0.743	0.448	0	KC	ARPC2
0	0.398417919	0.579	0.308	0	KC	YWHAE
0	0.398255127	0.301	0.109	0	KC	PITPNA
0	0.398102394	0.409	0.176	0	KC	PLS3
0	0.398065188	0.167	0.028	0	KC	PLEK2
0	0.396649898	0.319	0.134	0	KC	CNIH4
0	0.396590961	0.387	0.177	0	KC	TUFM
0	0.396547516	0.108	0.004	0	KC	DLX3
0	0.396283695	0.355	0.161	0	KC	NDUFB7
0	0.39611755	0.302	0.12	0	KC	BZW2
0	0.395992585	0.143	0.021	0	KC	ZBTB7C
0	0.395770776	0.245	0.082	0	KC	NUDT5
0	0.395312744	0.303	0.118	0	KC	ATP5D
0	0.394443716	0.161	0.031	0	KC	PGAP2
0	0.393576226	0.317	0.126	0	KC	RAD50
0	0.392971862	0.212	0.071	0	KC	NR2F6
0	0.392698179	0.181	0.049	0	KC	FAHD1
0	0.391512542	0.407	0.187	0	KC	POLR1D
0	0.391394415	0.323	0.132	0	KC	UQCR10
0	0.391353642	0.321	0.138	0	KC	MRPS21
0	0.390783924	0.155	0.029	0	KC	BCL11A
0	0.39077673	0.146	0.017	0	KC	ZNF57
0	0.390165119	0.218	0.067	0	KC	ABCD3
0	0.389909559	0.282	0.108	0	KC	SREK1IP1
0	0.389264091	0.125	0.013	0	KC	IL20RA
0	0.389078027	0.125	0.019	0	KC	RDH13
0	0.389030157	0.311	0.128	0	KC	ZCCHC6
0	0.389005852	0.34	0.144	0	KC	AK2
0	0.388775595	0.248	0.084	0	KC	FAM102A
0	0.388714047	0.361	0.172	0	KC	LAMTOR4
0	0.388329657	0.207	0.061	0	KC	DIP2B
0	0.386939276	0.303	0.127	0	KC	MRPS15
0	0.38691408	0.859	0.61	0	KC	RPLP0
0	0.386740889	0.179	0.046	0	KC	METTL8
0	0.386726656	0.2	0.061	0	KC	BLCAP
0	0.386571844	0.283	0.104	0	KC	GTF2F2
0	0.385887046	0.512	0.254	0	KC	HINT1
0	0.38573914	0.344	0.141	0	KC	CEBPG
0	0.384429924	0.696	0.416	0	KC	RPS15
0	0.384108946	0.277	0.103	0	KC	DNPH1
0	0.382023936	0.126	0.013	0	KC	TGFA
0	0.381156055	0.23	0.081	0	KC	VPS25
0	0.381127217	0.124	0.007	0	KC	EPHA1
0	0.380164882	0.244	0.088	0	KC	MTCH2
0	0.38005327	0.263	0.1	0	KC	STRA13
0	0.379617401	0.254	0.093	0	KC	MRPS26
0	0.379554488	0.183	0.049	0	KC	KCTD15
0	0.379488582	0.832	0.542	0	KC	RPS24
0	0.379217278	0.243	0.085	0	KC	OTUB1
0	0.37886434	0.104	0.007	0	KC	SMIM5
0	0.378395694	0.128	0.01	0	KC	PIK3C2G
0	0.378191909	0.32	0.139	0	KC	STOML2
0	0.378078093	0.293	0.123	0	KC	IMPDH2
0	0.377754955	0.126	0.017	0	KC	AC025335.1
0	0.377595449	0.285	0.11	0	KC	MFN2
0	0.377318858	0.16	0.034	0	KC	DOK4
0	0.377144733	0.708	0.457	0	KC	ITM2B
0	0.376038751	0.178	0.051	0	KC	SYNGR1
0	0.375535645	0.142	0.03	0	KC	TST
0	0.375438557	0.314	0.124	0	KC	NAA20
0	0.375204164	0.442	0.208	0	KC	CTSD
0	0.374692052	0.296	0.11	0	KC	ITPR2
0	0.373870857	0.13	0.01	0	KC	RP11-783K16.5
0	0.373822117	0.4	0.193	0	KC	LAMP1
0	0.373811325	0.14	0.022	0	KC	FAM212A
0	0.373795823	0.269	0.103	0	KC	PAICS
0	0.37347621	0.257	0.089	0	KC	NOP16
0	0.373230617	0.217	0.073	0	KC	CES2
0	0.371994296	0.339	0.144	0	KC	COX5A
0	0.371496273	0.106	0.002	0	KC	TNNT1
0	0.371235298	0.184	0.046	0	KC	CLIP4
0	0.371121542	0.217	0.065	0	KC	EXOSC4
0	0.371073145	0.305	0.129	0	KC	SSU72
0	0.370901426	0.181	0.048	0	KC	ULK3
0	0.370618086	0.306	0.126	0	KC	SSNA1
0	0.370371901	0.395	0.182	0	KC	ATP5F1
0	0.370324165	0.401	0.189	0	KC	SARS
0	0.369709205	0.184	0.049	0	KC	WIBG
0	0.369502924	0.281	0.112	0	KC	SLIRP
0	0.369501247	0.128	0.014	0	KC	TOM1L1
0	0.368139711	0.476	0.229	0	KC	GPNMB
0	0.367700856	0.272	0.097	0	KC	RNF126
0	0.367345497	0.182	0.055	0	KC	PLEKHH3
0	0.367156696	0.2	0.063	0	KC	EXOSC7
0	0.366141959	0.272	0.104	0	KC	ADIPOR1
0	0.365960028	0.455	0.23	0	KC	PTP4A1
0	0.365828316	0.22	0.077	0	KC	ARPC1A
0	0.365717029	0.218	0.073	0	KC	KIF21A
0	0.365428713	0.127	0.021	0	KC	OSBPL6
0	0.364861272	0.177	0.045	0	KC	TMEM19
0	0.364679643	0.295	0.117	0	KC	IMP3
0	0.363692683	0.384	0.182	0	KC	PSMB3
0	0.363554893	0.143	0.031	0	KC	NOL3
0	0.36325236	0.129	0.02	0	KC	SERINC2
0	0.363077451	0.402	0.195	0	KC	ATP5C1
0	0.362646024	0.741	0.475	0	KC	RPL7A
0	0.362495484	0.306	0.126	0	KC	THOC7
0	0.362291274	0.157	0.041	0	KC	PDK1
0	0.362061375	0.105	0.006	0	KC	TTC39A
0	0.361594209	0.243	0.087	0	KC	CMAS
0	0.360626773	0.459	0.21	0	KC	CD9
0	0.360541675	0.19	0.058	0	KC	FARSB
0	0.360372184	0.113	0.017	0	KC	CACNB4
0	0.359481378	0.388	0.184	0	KC	DDX1
0	0.359230934	0.745	0.484	0	KC	RPL10A
0	0.35895875	0.426	0.2	0	KC	ARL8B
0	0.358719832	0.263	0.091	0	KC	MFSD6
0	0.358597807	0.429	0.213	0	KC	LAMP2
0	0.357979213	0.382	0.153	0	KC	MAF
0	0.357948687	0.165	0.043	0	KC	SLC22A23
0	0.357594665	0.184	0.051	0	KC	SMAGP
0	0.35756307	0.155	0.037	0	KC	KCND3
0	0.357336605	0.308	0.13	0	KC	MRPL20
0	0.357257291	0.118	0.019	0	KC	FLRT3
0	0.357194939	0.24	0.084	0	KC	MRPS12
0	0.357183931	0.217	0.063	0	KC	EBPL
0	0.357144946	0.365	0.166	0	KC	EIF2S1
0	0.356797923	0.385	0.184	0	KC	BTG3
0	0.355806768	0.242	0.091	0	KC	DDX49
0	0.355030862	0.105	0.004	0	KC	DLX5
0	0.354564899	0.19	0.06	0	KC	EFS
0	0.354041908	0.248	0.093	0	KC	MEGF9
0	0.353199665	0.461	0.239	0	KC	EIF3L
0	0.352899283	0.135	0.026	0	KC	LINC00511
0	0.352742756	0.18	0.041	0	KC	HIBCH
0	0.352253554	0.197	0.061	0	KC	MRPL4
0	0.352010967	0.294	0.12	0	KC	ANXA4
0	0.35182565	0.189	0.051	0	KC	CDK7
0	0.351447707	0.28	0.113	0	KC	PSMD11
0	0.351184389	0.101	0.007	0	KC	B4GALNT3
0	0.350927253	0.475	0.246	0	KC	COX6C
0	0.350586695	0.347	0.154	0	KC	MDH1
0	0.349869974	0.256	0.089	0	KC	TWF1
0	0.349534213	0.325	0.13	0	KC	VPS4B
0	0.349480412	0.111	0.009	0	KC	RP11-48O20.4
0	0.349065007	0.303	0.121	0	KC	C20orf24
0	0.348872979	0.118	0.014	0	KC	PARD6B
0	0.348862157	0.341	0.148	0	KC	RTN3
0	0.348858547	0.112	0.004	0	KC	SOX21
0	0.348799874	0.158	0.029	0	KC	SMPD2
0	0.347963657	0.131	0.026	0	KC	PACSIN3
0	0.34786714	0.458	0.243	0	KC	TCEB2
0	0.346593504	0.111	0.002	0	KC	THEM5
0	0.346033	0.239	0.087	0	KC	PTS
0	0.345593618	0.144	0.03	0	KC	RAB40C
0	0.345041236	0.563	0.287	0	KC	TXN
0	0.343738444	0.24	0.087	0	KC	RHOT1
0	0.343664028	0.223	0.074	0	KC	MGST2
0	0.34334088	0.663	0.413	0	KC	SLC25A6
0	0.343137855	0.514	0.279	0	KC	RPL6
0	0.343028076	0.118	0.022	0	KC	NDRG4
0	0.34294817	0.306	0.129	0	KC	MRPS35
0	0.342837448	0.302	0.125	0	KC	PSMD6
0	0.342628859	0.112	0.008	0	KC	FAM160A1
0	0.342305145	0.222	0.074	0	KC	PPA2
0	0.341787886	0.441	0.224	0	KC	SRP72
0	0.339025294	0.207	0.064	0	KC	KIAA1468
0	0.338816201	0.526	0.277	0	KC	PRPF40A
0	0.33717339	0.107	0.005	0	KC	CLCA4
0	0.336795165	0.232	0.084	0	KC	METAP1
0	0.335764487	0.441	0.222	0	KC	RPS7
0	0.335610807	0.157	0.041	0	KC	SNHG3
0	0.335595625	0.117	0.014	0	KC	MICALCL
0	0.334847539	0.252	0.063	0	KC	RAB27B
0	0.33462996	0.121	0.021	0	KC	HOMER2
0	0.334153369	0.201	0.064	0	KC	ATL2
0	0.334131846	0.688	0.435	0	KC	CAST
0	0.332917865	0.177	0.05	0	KC	C14orf1
0	0.332775529	0.123	0.014	0	KC	RP11-96D1.11
0	0.332303913	0.11	0.019	0	KC	TYRO3
0	0.331480342	0.143	0.031	0	KC	TTLL12
0	0.331251638	0.122	0.019	0	KC	PXMP4
0	0.331209723	0.115	0.013	0	KC	MARVELD2
0	0.330000338	0.213	0.064	0	KC	LSR
0	0.329915335	0.526	0.281	0	KC	PEBP1
0	0.328357691	0.144	0.034	0	KC	MAOA
0	0.327258284	0.125	0.012	0	KC	POLR3G
0	0.32515784	0.379	0.179	0	KC	EIF3M
0	0.324765099	0.202	0.065	0	KC	NIT2
0	0.324045426	0.13	0.024	0	KC	MMP28
0	0.320860099	0.12	0.011	0	KC	RP11-532F12.5
0	0.319330175	0.769	0.519	0	KC	RPL12
0	0.318914803	0.269	0.104	0	KC	HN1
0	0.318525094	0.114	0.014	0	KC	FBXO2
0	0.316177699	0.21	0.058	0	KC	GPR157
0	0.313483992	0.173	0.051	0	KC	ZMYND19
0	0.311883257	0.14	0.033	0	KC	SLC39A4
0	0.310632924	0.209	0.061	0	KC	OCIAD2
0	0.310418349	0.16	0.036	0	KC	PEX3
0	0.309429193	0.819	0.577	0	KC	RPS13
0	0.307001621	0.27	0.094	0	KC	MTSS1
0	0.306848259	0.794	0.541	0	KC	NACA
0	0.305804996	0.902	0.677	0	KC	RPS8
0	0.304252716	0.129	0.026	0	KC	PNPLA4
0	0.301988655	0.267	0.103	0	KC	BLOC1S2
0	0.29872981	0.103	0.007	0	KC	ESPN
0	0.29821337	0.239	0.081	0	KC	TC2N
0	0.295649431	0.872	0.649	0	KC	RPS18
0	0.294578937	0.384	0.158	0	KC	SYNGR2
0	0.293478004	0.105	0.006	0	KC	RP11-38P22.2
0	0.291761168	0.118	0.017	0	KC	PLCH2
0	0.291385419	0.87	0.665	0	KC	RPS5
0	0.285171897	0.107	0.009	0	KC	ZG16B
0	0.285136862	0.104	0.011	0	KC	PLLP
0	0.285110984	0.335	0.143	0	KC	CD82
0	0.282705604	0.9	0.685	0	KC	RPS12
0	0.282105664	0.12	0.021	0	KC	EPHX2
0	0.279456826	0.892	0.684	0	KC	RPS19
0	0.270425349	0.92	0.724	0	KC	RPLP1
0	0.262537214	0.912	0.726	0	KC	RPL8
0	0.259025628	0.888	0.696	0	KC	RPL18
0	-0.295239779	0.896	0.917	0	KC	B2M
0	-0.353230887	0.801	0.846	0	KC	HLA-B
0	-0.37723637	0.738	0.791	0	KC	HLA-E
0	-0.449026355	0.667	0.758	0	KC	HLA-A
0	-0.468436684	0.564	0.727	0	KC	MALAT1
0	-0.510651619	0.557	0.672	0	KC	GNAS
0	-0.51285584	0.59	0.685	0	KC	HLA-C
0	-0.529536652	0.483	0.565	0	KC	PSAP
0	-0.553359046	0.628	0.942	0	KC	MT-RNR2
0	-0.583592641	0.347	0.564	0	KC	MT-CO3
0	-0.584952691	0.587	0.881	0	KC	MT-RNR1
0	-0.59314608	0.59	0.772	0	KC	TMSB10
0	-0.632371541	0.003	0.139	0	KC	ACVRL1
0	-0.660907343	0.018	0.173	0	KC	CMTM3
0	-0.682122186	0.005	0.143	0	KC	FBLN5
0	-0.688641389	0.33	0.496	0	KC	HSPH1
0	-0.698917928	0.028	0.192	0	KC	TSPAN4
0	-0.709480957	0.005	0.144	0	KC	RCN3
0	-0.711645051	0.028	0.203	0	KC	ARMCX3
0	-0.712589057	0.006	0.153	0	KC	CDH11
0	-0.716631572	0.283	0.525	0	KC	MT-CO1
0	-0.717317081	0.009	0.151	0	KC	EMP3
0	-0.72891407	0.045	0.217	0	KC	PRKCDBP
0	-0.736909693	0.003	0.15	0	KC	EBF1
0	-0.739507173	0.302	0.569	0	KC	MT-CYB
0	-0.742014867	0.213	0.399	0	KC	FLNA
0	-0.742124854	0.006	0.158	0	KC	PLXND1
0	-0.748326193	0.005	0.157	0	KC	SLFN11
0	-0.749666956	0.005	0.148	0	KC	SH2B3
0	-0.75351129	0.005	0.154	0	KC	LRRC32
0	-0.761463076	0.005	0.169	0	KC	C1QTNF5
0	-0.763642077	0.004	0.153	0	KC	ISLR
0	-0.765962358	0.033	0.196	0	KC	FXYD5
0	-0.766333717	0.066	0.257	0	KC	SH3KBP1
0	-0.768138172	0.026	0.182	0	KC	CLIC2
0	-0.769539774	0.109	0.286	0	KC	CLIC4
0	-0.769603527	0.374	0.547	0	KC	TMSB4X
0	-0.772901536	0.046	0.219	0	KC	FNDC3B
0	-0.772955163	0.023	0.188	0	KC	ITM2C
0	-0.778503729	0.005	0.15	0	KC	ENPP2
0	-0.779043763	0.176	0.385	0	KC	EID1
0	-0.779571395	0.029	0.196	0	KC	EPB41L2
0	-0.779898351	0.005	0.143	0	KC	PREX1
0	-0.782043952	0.132	0.371	0	KC	ITGB1
0	-0.782492726	0.062	0.24	0	KC	FCGRT
0	-0.785021067	0.296	0.6	0	KC	MT-ATP6
0	-0.785891559	0.028	0.203	0	KC	ZBTB10
0	-0.791577376	0.041	0.205	0	KC	B4GALT5
0	-0.796511105	0.201	0.378	0	KC	AHR
0	-0.798404629	0.006	0.168	0	KC	DDR2
0	-0.799599247	0.007	0.18	0	KC	MSRB3
0	-0.801271891	0.215	0.438	0	KC	IL6ST
0	-0.80280512	0.01	0.158	0	KC	HEG1
0	-0.80497653	0.042	0.199	0	KC	KLF2
0	-0.806191238	0.064	0.248	0	KC	ELK3
0	-0.806303079	0.008	0.17	0	KC	TFPI
0	-0.806430541	0.009	0.162	0	KC	RARRES2
0	-0.806435912	0.265	0.493	0	KC	SQSTM1
0	-0.807079609	0.033	0.208	0	KC	BACE2
0	-0.809364874	0.006	0.182	0	KC	FAM198B
0	-0.810706975	0.006	0.186	0	KC	AKT3
0	-0.81257436	0.004	0.149	0	KC	GNG2
0	-0.813759801	0.039	0.201	0	KC	ARHGAP29
0	-0.813908318	0.005	0.15	0	KC	DPT
0	-0.816100812	0.038	0.203	0	KC	ECE1
0	-0.8165725	0.037	0.21	0	KC	PIP4K2A
0	-0.817392002	0.006	0.161	0	KC	MEF2C
0	-0.817392229	0.01	0.176	0	KC	ITGA5
0	-0.817660588	0.009	0.157	0	KC	NR2F2
0	-0.821755956	0.018	0.18	0	KC	ST3GAL1
0	-0.825212011	0.204	0.39	0	KC	KMT2E
0	-0.825407963	0.273	0.549	0	KC	MT-ND2
0	-0.826025748	0.004	0.158	0	KC	PDGFRA
0	-0.826753311	0.221	0.41	0	KC	SPTBN1
0	-0.827370289	0.017	0.203	0	KC	LHFP
0	-0.831448203	0.037	0.223	0	KC	RFTN1
0	-0.831977791	0.179	0.354	0	KC	GSN
0	-0.834963076	0.005	0.168	0	KC	TMEM176B
0	-0.83544198	0.022	0.183	0	KC	TNS1
0	-0.836261504	0.004	0.143	0	KC	RP11-572C15.6
0	-0.839890788	0.011	0.185	0	KC	GRASP
0	-0.84341151	0.015	0.196	0	KC	SDC2
0	-0.844490166	0.27	0.576	0	KC	MT-ND4
0	-0.844578799	0.099	0.31	0	KC	KLF9
0	-0.846350544	0.133	0.337	0	KC	TLN1
0	-0.846518629	0.006	0.174	0	KC	MXRA8
0	-0.847760398	0.012	0.177	0	KC	NFATC2
0	-0.851900592	0.08	0.263	0	KC	COL18A1
0	-0.852706409	0.026	0.186	0	KC	CSF1
0	-0.854678436	0.008	0.174	0	KC	GMFG
0	-0.857144739	0.007	0.195	0	KC	NID1
0	-0.858209344	0.108	0.298	0	KC	CALU
0	-0.859820302	0.007	0.172	0	KC	IL32
0	-0.859996235	0.005	0.149	0	KC	CD53
0	-0.865528051	0.019	0.172	0	KC	PDE4B
0	-0.8657533	0.013	0.174	0	KC	LBH
0	-0.867906531	0.211	0.486	0	KC	MT-ND1
0	-0.868159051	0.005	0.166	0	KC	LAMA2
0	-0.870864448	0.01	0.2	0	KC	DPYSL3
0	-0.873010616	0.009	0.16	0	KC	CPE
0	-0.87463484	0.014	0.191	0	KC	ANGPTL2
0	-0.874829322	0.006	0.174	0	KC	FMOD
0	-0.876072948	0.023	0.213	0	KC	PLEKHO1
0	-0.87891813	0.023	0.186	0	KC	SLC39A14
0	-0.87914619	0.004	0.166	0	KC	OLFML3
0	-0.87977621	0.103	0.289	0	KC	PIK3R1
0	-0.888989215	0.005	0.143	0	KC	MCTP1
0	-0.89035929	0.005	0.14	0	KC	CYTIP
0	-0.894118228	0.028	0.222	0	KC	NRP1
0	-0.90315417	0.026	0.201	0	KC	ABL2
0	-0.903985361	0.075	0.251	0	KC	RGCC
0	-0.90560848	0.008	0.148	0	KC	TNFAIP6
0	-0.908130642	0.037	0.214	0	KC	PRSS23
0	-0.908619509	0.004	0.189	0	KC	GPR124
0	-0.910718404	0.028	0.212	0	KC	EPS8
